customer_id,age,age_group,gender,annual_income,loan_amount,loan_purpose,employment_length_years,credit_history_years,num_open_credit_lines,debt_to_income_ratio,has_previous_default,delinquent_2yrs,risk_label,batch_month
CUST_100021,53,Working Age (25-55),Female,50200.0,7600,debt_consolidation,0,13,4,0.2369,0,0,0,Month_1
CUST_100022,47,Working Age (25-55),Male,82800.0,37100,debt_consolidation,2,13,3,0.4085,0,1,1,Month_1
CUST_100023,19,Young (<25),Female,48200.0,9300,medical,1,6,10,0.2579,0,0,0,Month_1
CUST_100024,32,Working Age (25-55),Female,45800.0,5600,debt_consolidation,0,11,10,0.1485,0,0,0,Month_1
CUST_100025,67,Senior (>55),Female,63200.0,19000,credit_card,7,21,8,0.1761,0,0,0,Month_1
CUST_100026,36,Working Age (25-55),Male,81900.0,17200,debt_consolidation,3,10,6,0.247,0,0,0,Month_1
CUST_100027,37,Working Age (25-55),Female,39600.0,17000,medical,0,12,5,0.2789,0,0,1,Month_1
CUST_100028,36,Working Age (25-55),Male,57200.0,21000,medical,5,13,1,0.3056,0,2,1,Month_1
CUST_100029,56,Senior (>55),Female,120500.0,47400,small_business,9,23,9,0.247,1,0,1,Month_1
CUST_100030,28,Working Age (25-55),Male,162500.0,50000,home_improvement,1,6,10,0.5102,0,0,1,Month_1
CUST_100031,46,Working Age (25-55),Female,92700.0,19900,debt_consolidation,18,14,7,0.1558,0,1,0,Month_1
CUST_100032,19,Young (<25),Male,61800.0,10400,credit_card,1,8,5,0.257,0,0,0,Month_1
CUST_100033,31,Working Age (25-55),Male,68500.0,7100,medical,5,12,11,0.105,0,0,0,Month_1
CUST_100034,27,Working Age (25-55),Female,53200.0,5500,credit_card,9,6,12,0.1326,0,1,0,Month_1
CUST_100035,36,Working Age (25-55),Male,32500.0,10700,small_business,8,17,11,0.1514,0,1,0,Month_1
CUST_100036,36,Working Age (25-55),Male,60600.0,26300,credit_card,1,14,9,0.3032,0,0,1,Month_1
CUST_100037,37,Working Age (25-55),Female,91600.0,25300,credit_card,8,9,7,0.1012,0,1,0,Month_1
CUST_100038,49,Working Age (25-55),Female,100400.0,21100,debt_consolidation,1,17,5,0.195,0,0,0,Month_1
CUST_100039,33,Working Age (25-55),Male,47800.0,16600,debt_consolidation,3,11,10,0.327,0,0,1,Month_1
CUST_100040,52,Working Age (25-55),Male,31700.0,5000,debt_consolidation,1,15,7,0.1314,0,0,0,Month_1
CUST_100041,61,Senior (>55),Female,69200.0,9300,credit_card,2,18,6,0.0968,0,0,1,Month_1
CUST_100042,29,Working Age (25-55),Male,44200.0,14800,debt_consolidation,11,9,7,0.3441,0,0,1,Month_1
CUST_100043,47,Working Age (25-55),Male,66200.0,7000,credit_card,5,16,9,0.1816,0,0,0,Month_1
CUST_100044,44,Working Age (25-55),Male,58200.0,18000,medical,8,12,3,0.2187,0,0,0,Month_1
CUST_100045,37,Working Age (25-55),Female,18000.0,3900,small_business,0,14,7,0.1648,0,0,0,Month_1
CUST_100046,60,Senior (>55),Male,20600.0,2100,debt_consolidation,0,22,6,0.3424,0,0,0,Month_1
CUST_100047,29,Working Age (25-55),Female,26200.0,6800,small_business,3,10,5,0.0712,0,0,0,Month_1
CUST_100048,27,Working Age (25-55),Male,32900.0,3900,debt_consolidation,0,16,8,0.3611,0,0,1,Month_1
CUST_100049,70,Senior (>55),Female,21800.0,2400,debt_consolidation,4,30,4,0.3732,1,0,1,Month_1
CUST_100050,55,Working Age (25-55),Female,41800.0,13900,credit_card,0,22,12,0.2756,0,2,1,Month_1
CUST_100051,42,Working Age (25-55),Female,117800.0,43200,debt_consolidation,0,10,7,0.367,0,0,0,Month_1
CUST_100052,19,Young (<25),Male,85500.0,27400,debt_consolidation,1,10,9,0.0965,0,0,0,Month_1
CUST_100053,56,Senior (>55),Male,51400.0,9200,small_business,0,20,7,0.0664,0,0,0,Month_1
CUST_100054,37,Working Age (25-55),Male,31500.0,11800,medical,11,10,2,0.1003,0,1,0,Month_1
CUST_100055,36,Working Age (25-55),Male,85900.0,25600,debt_consolidation,0,10,8,0.0657,1,0,0,Month_1
CUST_100056,35,Working Age (25-55),Female,32400.0,10100,debt_consolidation,0,14,8,0.5333,0,0,1,Month_1
CUST_100057,43,Working Age (25-55),Male,90700.0,12300,debt_consolidation,5,18,9,0.04,1,0,0,Month_1
CUST_100058,42,Working Age (25-55),Female,121200.0,24000,credit_card,8,18,6,0.1706,0,1,0,Month_1
CUST_100059,21,Young (<25),Male,29100.0,8000,credit_card,1,8,7,0.3363,0,0,1,Month_1
CUST_100060,34,Working Age (25-55),Male,46400.0,12000,small_business,2,13,7,0.0647,0,0,0,Month_1
CUST_100061,40,Working Age (25-55),Male,36400.0,7000,credit_card,1,17,5,0.3209,0,0,0,Month_1
CUST_100062,26,Working Age (25-55),Male,77400.0,17000,credit_card,0,13,8,0.143,1,0,0,Month_1
CUST_100063,39,Working Age (25-55),Female,105300.0,36200,medical,21,15,8,0.2039,0,0,0,Month_1
CUST_100064,40,Working Age (25-55),Male,68100.0,29400,credit_card,1,18,4,0.1294,0,0,0,Month_1
CUST_100065,28,Working Age (25-55),Male,32300.0,4300,credit_card,2,8,11,0.2617,0,0,0,Month_1
CUST_100066,48,Working Age (25-55),Male,27000.0,11300,debt_consolidation,5,16,6,0.0873,0,0,0,Month_1
CUST_100067,21,Young (<25),Female,47700.0,16800,home_improvement,0,9,8,0.0924,0,0,0,Month_1
CUST_100068,46,Working Age (25-55),Female,34300.0,13600,debt_consolidation,1,14,11,0.04,1,0,0,Month_1
CUST_100069,42,Working Age (25-55),Male,25800.0,6700,major_purchase,1,13,11,0.2464,0,0,0,Month_1
CUST_100070,47,Working Age (25-55),Female,33200.0,12700,credit_card,15,17,5,0.293,0,0,0,Month_1
CUST_100071,55,Working Age (25-55),Female,117900.0,20700,debt_consolidation,5,21,9,0.2542,0,0,0,Month_1
CUST_100072,45,Working Age (25-55),Female,46400.0,9000,home_improvement,3,14,4,0.1141,0,0,0,Month_1
CUST_100073,60,Senior (>55),Female,100800.0,26500,debt_consolidation,3,24,5,0.2537,0,2,0,Month_1
CUST_100074,39,Working Age (25-55),Female,50100.0,21900,small_business,3,9,6,0.1319,0,0,0,Month_1
CUST_100075,36,Working Age (25-55),Male,72100.0,13300,debt_consolidation,0,16,5,0.2272,0,2,0,Month_1
CUST_100076,52,Working Age (25-55),Male,38400.0,12000,credit_card,0,20,6,0.3324,0,0,1,Month_1
CUST_100077,48,Working Age (25-55),Female,51700.0,6300,home_improvement,10,15,4,0.204,0,0,0,Month_1
CUST_100078,31,Working Age (25-55),Male,77400.0,9800,debt_consolidation,7,8,9,0.241,0,1,0,Month_1
CUST_100079,36,Working Age (25-55),Male,24000.0,8800,home_improvement,2,12,7,0.0558,1,0,0,Month_1
CUST_100080,44,Working Age (25-55),Female,75200.0,9900,debt_consolidation,2,14,10,0.2234,0,0,1,Month_1
CUST_100081,19,Young (<25),Female,56300.0,22200,debt_consolidation,1,3,10,0.1985,0,0,1,Month_1
CUST_100082,61,Senior (>55),Male,74000.0,9900,home_improvement,0,21,7,0.4273,0,0,0,Month_1
CUST_100083,49,Working Age (25-55),Female,56800.0,23600,debt_consolidation,1,17,8,0.0989,0,0,0,Month_1
CUST_100084,45,Working Age (25-55),Female,84800.0,11200,debt_consolidation,15,20,7,0.1485,0,0,0,Month_1
CUST_100085,56,Senior (>55),Female,65100.0,15800,home_improvement,3,22,6,0.1444,0,3,0,Month_1
CUST_100086,58,Senior (>55),Male,55600.0,15600,home_improvement,2,24,7,0.2366,0,0,0,Month_1
CUST_100087,31,Working Age (25-55),Male,30500.0,4000,small_business,1,8,10,0.2781,0,0,1,Month_1
CUST_100088,37,Working Age (25-55),Male,79500.0,20300,home_improvement,1,9,7,0.2384,0,0,0,Month_1
CUST_100089,56,Senior (>55),Female,34600.0,11400,debt_consolidation,4,18,5,0.2181,0,2,0,Month_1
CUST_100090,40,Working Age (25-55),Female,73900.0,12300,home_improvement,0,6,7,0.3745,0,0,1,Month_1
CUST_100091,31,Working Age (25-55),Female,99300.0,36800,debt_consolidation,6,10,9,0.1843,0,0,0,Month_1
CUST_100092,38,Working Age (25-55),Male,45000.0,15400,debt_consolidation,0,8,8,0.0726,0,3,0,Month_1
CUST_100093,51,Working Age (25-55),Female,80100.0,35600,credit_card,5,17,9,0.1541,0,0,0,Month_1
CUST_100094,37,Working Age (25-55),Male,132800.0,17400,debt_consolidation,13,12,5,0.1189,0,0,0,Month_1
CUST_100095,29,Working Age (25-55),Male,119600.0,26800,debt_consolidation,1,7,7,0.0703,0,0,0,Month_1
CUST_100096,49,Working Age (25-55),Male,56700.0,6200,debt_consolidation,4,18,8,0.0672,0,0,0,Month_1
CUST_100097,52,Working Age (25-55),Female,40000.0,4300,debt_consolidation,7,13,5,0.257,0,0,0,Month_1
CUST_100098,46,Working Age (25-55),Female,50200.0,8000,credit_card,1,14,4,0.2031,0,0,0,Month_1
CUST_100099,42,Working Age (25-55),Male,77700.0,11500,credit_card,1,10,11,0.0992,0,0,0,Month_1
CUST_100100,59,Senior (>55),Male,56800.0,6800,debt_consolidation,1,22,6,0.3828,0,0,0,Month_1
CUST_100101,41,Working Age (25-55),Female,138200.0,20600,debt_consolidation,7,11,8,0.1088,0,0,0,Month_1
CUST_100102,54,Working Age (25-55),Female,65500.0,24900,credit_card,7,18,8,0.2791,0,1,1,Month_1
CUST_100103,60,Senior (>55),Female,50400.0,10500,debt_consolidation,11,21,12,0.2975,0,1,0,Month_1
CUST_100104,62,Senior (>55),Female,36500.0,14900,home_improvement,5,18,8,0.1827,0,0,0,Month_1
CUST_100105,50,Working Age (25-55),Male,65900.0,11400,debt_consolidation,9,16,5,0.0738,0,0,0,Month_1
CUST_100106,41,Working Age (25-55),Male,81600.0,11500,credit_card,5,17,8,0.0713,0,0,0,Month_1
CUST_100107,33,Working Age (25-55),Female,100800.0,34500,home_improvement,2,11,12,0.1407,0,2,0,Month_1
CUST_100108,27,Working Age (25-55),Male,71400.0,14200,debt_consolidation,5,5,9,0.0837,0,0,0,Month_1
CUST_100109,44,Working Age (25-55),Male,26600.0,11200,major_purchase,0,19,12,0.1938,0,0,0,Month_1
CUST_100110,35,Working Age (25-55),Female,55200.0,7400,debt_consolidation,1,10,4,0.1493,0,0,0,Month_1
CUST_100111,22,Young (<25),Female,43200.0,4300,debt_consolidation,0,14,6,0.1257,0,0,0,Month_1
CUST_100112,35,Working Age (25-55),Male,50600.0,12400,major_purchase,10,16,6,0.0495,0,0,0,Month_1
CUST_100113,33,Working Age (25-55),Female,100300.0,18200,credit_card,8,14,10,0.1563,0,0,0,Month_1
CUST_100114,38,Working Age (25-55),Female,54200.0,7600,debt_consolidation,2,16,10,0.1902,1,0,0,Month_1
CUST_100115,24,Young (<25),Female,94200.0,21900,debt_consolidation,3,8,6,0.1281,0,0,0,Month_1
CUST_100116,38,Working Age (25-55),Male,51000.0,18600,debt_consolidation,4,14,11,0.3203,0,0,1,Month_1
CUST_100117,41,Working Age (25-55),Male,44300.0,19400,debt_consolidation,3,15,7,0.497,0,2,1,Month_1
CUST_100118,30,Working Age (25-55),Female,46200.0,9200,debt_consolidation,0,8,13,0.121,0,0,0,Month_1
CUST_100119,47,Working Age (25-55),Male,74300.0,14300,small_business,7,17,4,0.0851,0,2,1,Month_1
CUST_100120,26,Working Age (25-55),Female,28000.0,7000,debt_consolidation,4,13,7,0.2326,0,0,0,Month_1
CUST_100121,20,Young (<25),Female,35700.0,3900,debt_consolidation,2,9,13,0.2098,0,0,0,Month_1
CUST_100122,23,Young (<25),Male,62200.0,9800,home_improvement,4,5,10,0.2655,0,0,0,Month_1
CUST_100123,33,Working Age (25-55),Female,30100.0,6500,debt_consolidation,5,13,11,0.1912,0,0,0,Month_1
CUST_100124,60,Senior (>55),Male,43300.0,4800,home_improvement,4,22,7,0.0692,0,1,0,Month_1
CUST_100125,27,Working Age (25-55),Female,183100.0,50000,medical,2,10,12,0.3437,0,0,0,Month_1
CUST_100126,50,Working Age (25-55),Male,25300.0,9400,credit_card,11,14,5,0.4249,0,0,1,Month_1
CUST_100127,49,Working Age (25-55),Female,50700.0,14800,home_improvement,5,16,5,0.1781,0,0,0,Month_1
CUST_100128,51,Working Age (25-55),Female,94900.0,41900,debt_consolidation,1,19,4,0.0659,0,0,0,Month_1
CUST_100129,49,Working Age (25-55),Female,42300.0,7600,credit_card,15,16,7,0.1903,0,0,0,Month_1
CUST_100130,41,Working Age (25-55),Female,110600.0,42200,small_business,1,14,6,0.1599,0,0,0,Month_1
CUST_100131,63,Senior (>55),Female,117300.0,27200,debt_consolidation,9,20,12,0.2108,0,0,1,Month_1
CUST_100132,51,Working Age (25-55),Female,75800.0,11500,debt_consolidation,2,21,8,0.1903,0,0,0,Month_1
CUST_100133,31,Working Age (25-55),Male,42900.0,8600,credit_card,1,13,4,0.3891,0,0,1,Month_1
CUST_100134,26,Working Age (25-55),Female,35200.0,5300,debt_consolidation,8,6,7,0.3752,0,0,0,Month_1
CUST_100135,39,Working Age (25-55),Male,42700.0,4900,credit_card,8,13,7,0.1585,1,0,0,Month_1
CUST_100136,36,Working Age (25-55),Female,36800.0,7700,debt_consolidation,4,11,10,0.3373,0,0,1,Month_1
CUST_100137,40,Working Age (25-55),Male,42800.0,13200,home_improvement,21,13,8,0.3552,0,2,1,Month_1
CUST_100138,31,Working Age (25-55),Female,33600.0,10300,medical,2,4,3,0.1539,1,0,1,Month_1
CUST_100139,19,Young (<25),Male,89300.0,22400,debt_consolidation,1,9,10,0.4043,1,1,1,Month_1
CUST_100140,37,Working Age (25-55),Male,24600.0,3100,debt_consolidation,16,7,10,0.2231,0,0,0,Month_1
CUST_100141,20,Young (<25),Female,26700.0,6700,credit_card,2,7,9,0.3204,1,1,1,Month_1
CUST_100142,42,Working Age (25-55),Male,57000.0,5800,small_business,1,19,6,0.247,1,0,0,Month_1
CUST_100143,37,Working Age (25-55),Female,65600.0,23100,debt_consolidation,0,11,8,0.3958,1,0,0,Month_1
CUST_100144,46,Working Age (25-55),Male,215500.0,50000,credit_card,2,15,3,0.3054,0,1,0,Month_1
CUST_100145,37,Working Age (25-55),Female,39800.0,16000,credit_card,19,12,3,0.1057,0,0,0,Month_1
CUST_100146,28,Working Age (25-55),Female,66800.0,29500,small_business,10,9,6,0.1086,0,0,0,Month_1
CUST_100147,53,Working Age (25-55),Male,36900.0,6900,debt_consolidation,1,19,7,0.2326,0,0,0,Month_1
CUST_100148,34,Working Age (25-55),Female,25900.0,5500,credit_card,2,14,7,0.3126,0,0,1,Month_1
CUST_100149,48,Working Age (25-55),Male,59400.0,17800,debt_consolidation,1,19,5,0.1774,0,1,0,Month_1
CUST_100150,41,Working Age (25-55),Male,48900.0,8600,small_business,4,11,8,0.26,0,0,1,Month_1
CUST_100151,31,Working Age (25-55),Female,102400.0,38800,debt_consolidation,7,8,11,0.1264,0,0,0,Month_1
CUST_100152,66,Senior (>55),Female,18000.0,3400,debt_consolidation,4,22,4,0.04,0,0,1,Month_1
CUST_100153,42,Working Age (25-55),Female,70200.0,12600,home_improvement,2,11,8,0.1248,0,0,0,Month_1
CUST_100154,53,Working Age (25-55),Male,43300.0,6000,debt_consolidation,3,19,5,0.1639,0,0,0,Month_1
CUST_100155,60,Senior (>55),Male,24000.0,6000,home_improvement,8,18,8,0.2882,0,2,0,Month_1
CUST_100156,25,Working Age (25-55),Male,44000.0,18900,credit_card,7,11,14,0.1194,0,0,0,Month_1
CUST_100157,26,Working Age (25-55),Male,67400.0,12200,credit_card,4,11,10,0.244,0,0,0,Month_1
CUST_100158,38,Working Age (25-55),Female,38700.0,12100,debt_consolidation,0,11,10,0.2412,0,1,1,Month_1
CUST_100159,37,Working Age (25-55),Male,63300.0,23800,debt_consolidation,0,12,6,0.1746,0,0,0,Month_1
CUST_100160,54,Working Age (25-55),Male,36000.0,11500,debt_consolidation,13,18,16,0.3008,0,0,0,Month_1
CUST_100161,44,Working Age (25-55),Female,37100.0,9800,credit_card,2,15,3,0.192,0,0,0,Month_1
CUST_100162,39,Working Age (25-55),Male,41600.0,16900,debt_consolidation,4,13,6,0.1916,0,2,1,Month_1
CUST_100163,30,Working Age (25-55),Male,111000.0,28500,debt_consolidation,1,12,7,0.143,0,0,1,Month_1
CUST_100164,50,Working Age (25-55),Female,51800.0,10400,major_purchase,2,16,8,0.2126,0,0,0,Month_1
CUST_100165,46,Working Age (25-55),Male,100500.0,14800,credit_card,4,14,9,0.1533,0,0,0,Month_1
CUST_100166,20,Young (<25),Female,40100.0,16000,small_business,2,10,6,0.2258,0,1,1,Month_1
CUST_100167,19,Young (<25),Female,18000.0,6800,medical,1,5,7,0.04,0,1,0,Month_1
CUST_100168,51,Working Age (25-55),Male,44800.0,8000,credit_card,2,17,4,0.1318,0,2,0,Month_1
CUST_100169,37,Working Age (25-55),Female,42900.0,10900,debt_consolidation,7,12,7,0.3226,0,0,0,Month_1
CUST_100170,19,Young (<25),Female,118700.0,41600,debt_consolidation,1,10,8,0.1176,0,0,0,Month_1
CUST_100171,34,Working Age (25-55),Male,104100.0,11000,debt_consolidation,0,16,7,0.1697,0,0,0,Month_1
CUST_100172,36,Working Age (25-55),Male,78000.0,28800,debt_consolidation,0,16,7,0.4988,0,0,1,Month_1
CUST_100173,59,Senior (>55),Male,67600.0,28600,debt_consolidation,3,21,4,0.2131,0,0,0,Month_1
CUST_100174,23,Young (<25),Male,143800.0,16200,debt_consolidation,5,6,2,0.1597,0,3,0,Month_1
CUST_100175,57,Senior (>55),Male,54800.0,12500,debt_consolidation,14,17,7,0.265,0,0,0,Month_1
CUST_100176,34,Working Age (25-55),Female,63600.0,22700,major_purchase,7,14,7,0.1918,0,0,0,Month_1
CUST_100177,39,Working Age (25-55),Female,60100.0,20800,credit_card,0,12,7,0.1232,0,0,0,Month_1
CUST_100178,32,Working Age (25-55),Female,144900.0,37100,small_business,9,13,9,0.3226,0,0,0,Month_1
CUST_100179,70,Senior (>55),Male,44700.0,6900,debt_consolidation,0,23,5,0.0863,0,0,0,Month_1
CUST_100180,39,Working Age (25-55),Male,18000.0,6300,debt_consolidation,18,19,6,0.1311,0,0,0,Month_1
CUST_100181,34,Working Age (25-55),Male,61700.0,17400,small_business,0,7,5,0.3726,0,0,1,Month_1
CUST_100182,26,Working Age (25-55),Male,77700.0,9700,debt_consolidation,2,11,4,0.2428,0,3,0,Month_1
CUST_100183,37,Working Age (25-55),Female,77800.0,20800,credit_card,1,16,9,0.0539,1,1,0,Month_1
CUST_100184,45,Working Age (25-55),Male,66500.0,18000,debt_consolidation,7,13,7,0.1419,1,0,0,Month_1
CUST_100185,56,Senior (>55),Female,44400.0,5300,debt_consolidation,0,20,6,0.0565,0,0,0,Month_1
CUST_100186,41,Working Age (25-55),Male,121900.0,23700,credit_card,0,17,10,0.1224,0,0,0,Month_1
CUST_100187,61,Senior (>55),Female,55000.0,20400,major_purchase,2,23,10,0.2684,0,0,0,Month_1
CUST_100188,27,Working Age (25-55),Male,18000.0,6000,debt_consolidation,9,10,4,0.3811,0,0,1,Month_1
CUST_100189,19,Young (<25),Female,91400.0,13000,credit_card,1,6,8,0.0563,1,0,0,Month_1
CUST_100190,35,Working Age (25-55),Female,30600.0,13100,debt_consolidation,3,16,5,0.403,0,2,1,Month_1
CUST_100191,23,Young (<25),Female,71800.0,15000,debt_consolidation,5,8,4,0.1761,0,0,0,Month_1
CUST_100192,19,Young (<25),Female,91600.0,21300,major_purchase,1,9,8,0.0731,0,0,0,Month_1
CUST_100193,36,Working Age (25-55),Female,80800.0,23700,debt_consolidation,5,15,5,0.1113,0,2,0,Month_1
CUST_100194,44,Working Age (25-55),Male,41800.0,14900,debt_consolidation,3,16,9,0.04,0,3,0,Month_1
CUST_100195,49,Working Age (25-55),Male,116800.0,46000,credit_card,3,12,6,0.1415,0,0,0,Month_1
CUST_100196,19,Young (<25),Female,26200.0,11000,major_purchase,1,4,3,0.3364,0,0,1,Month_1
CUST_100197,52,Working Age (25-55),Female,29300.0,4000,credit_card,1,15,12,0.3398,0,0,1,Month_1
CUST_100198,34,Working Age (25-55),Male,60600.0,10700,small_business,8,19,8,0.1077,0,1,0,Month_1
CUST_100199,49,Working Age (25-55),Male,61500.0,20100,credit_card,2,13,6,0.1115,0,0,0,Month_1
CUST_100200,46,Working Age (25-55),Female,30800.0,12400,debt_consolidation,2,13,9,0.1331,0,1,0,Month_1
CUST_100201,33,Working Age (25-55),Female,48700.0,6400,debt_consolidation,0,12,5,0.3896,0,0,1,Month_1
CUST_100202,19,Young (<25),Male,22100.0,5600,home_improvement,0,7,9,0.1089,0,0,0,Month_1
CUST_100203,50,Working Age (25-55),Female,40000.0,5400,medical,5,15,7,0.0852,0,0,0,Month_1
CUST_100204,54,Working Age (25-55),Female,95100.0,28800,debt_consolidation,1,19,4,0.2225,0,0,0,Month_1
CUST_100205,19,Young (<25),Female,23900.0,4600,debt_consolidation,0,8,7,0.0583,0,3,0,Month_1
CUST_100206,45,Working Age (25-55),Male,47800.0,18200,credit_card,2,13,9,0.3762,0,0,0,Month_1
CUST_100207,30,Working Age (25-55),Female,89500.0,26600,debt_consolidation,7,6,9,0.3903,0,1,1,Month_1
CUST_100208,19,Young (<25),Female,24100.0,5000,small_business,1,9,9,0.1636,0,0,1,Month_1
CUST_100209,38,Working Age (25-55),Male,85000.0,17700,debt_consolidation,0,16,6,0.1894,0,1,0,Month_1
CUST_100210,43,Working Age (25-55),Male,29400.0,6700,credit_card,18,18,8,0.2435,0,1,0,Month_1
CUST_100211,39,Working Age (25-55),Female,61200.0,18500,medical,0,10,6,0.1309,0,0,0,Month_1
CUST_100212,32,Working Age (25-55),Male,44800.0,20000,major_purchase,2,9,5,0.2429,0,0,1,Month_1
CUST_100213,35,Working Age (25-55),Female,77400.0,14200,debt_consolidation,1,13,7,0.0931,0,0,0,Month_1
CUST_100214,48,Working Age (25-55),Female,82000.0,25100,debt_consolidation,10,19,6,0.2685,1,0,1,Month_1
CUST_100215,29,Working Age (25-55),Female,75400.0,20600,credit_card,2,9,9,0.4629,0,0,1,Month_1
CUST_100216,39,Working Age (25-55),Male,44900.0,10200,debt_consolidation,0,11,6,0.0898,0,0,0,Month_1
CUST_100217,19,Young (<25),Female,58200.0,26100,credit_card,1,4,6,0.2422,1,0,1,Month_1
CUST_100218,35,Working Age (25-55),Male,125200.0,13400,credit_card,8,9,10,0.1792,0,1,0,Month_1
CUST_100219,30,Working Age (25-55),Male,218900.0,50000,debt_consolidation,1,13,3,0.3294,0,1,0,Month_1
CUST_100220,59,Senior (>55),Female,132300.0,41500,debt_consolidation,3,25,4,0.3021,0,0,0,Month_1
CUST_100221,46,Working Age (25-55),Female,94200.0,20000,debt_consolidation,1,14,9,0.2262,1,0,1,Month_1
CUST_100222,60,Senior (>55),Male,54600.0,24000,major_purchase,1,19,5,0.1374,1,0,1,Month_1
CUST_100223,19,Young (<25),Male,101000.0,44200,credit_card,1,6,8,0.3422,0,0,1,Month_1
CUST_100224,19,Young (<25),Male,52800.0,16600,debt_consolidation,0,8,5,0.0947,1,0,1,Month_1
CUST_100225,34,Working Age (25-55),Male,28300.0,10300,credit_card,5,7,6,0.1322,0,0,0,Month_1
CUST_100226,47,Working Age (25-55),Male,40900.0,5700,credit_card,0,15,7,0.0682,0,0,0,Month_1
CUST_100227,35,Working Age (25-55),Female,81800.0,26800,credit_card,8,8,4,0.2156,0,0,0,Month_1
CUST_100228,28,Working Age (25-55),Male,74800.0,23300,medical,10,10,11,0.2434,1,0,0,Month_1
CUST_100229,22,Young (<25),Male,49300.0,17600,debt_consolidation,4,10,10,0.2118,1,1,1,Month_1
CUST_100230,33,Working Age (25-55),Female,163800.0,46300,credit_card,0,12,10,0.3051,0,2,1,Month_1
CUST_100231,45,Working Age (25-55),Male,38000.0,4000,debt_consolidation,0,14,4,0.1953,0,0,0,Month_1
CUST_100232,48,Working Age (25-55),Female,52700.0,7100,debt_consolidation,0,14,10,0.1838,0,0,0,Month_1
CUST_100233,27,Working Age (25-55),Female,20700.0,5400,debt_consolidation,9,9,13,0.1404,0,2,0,Month_1
CUST_100234,47,Working Age (25-55),Female,41200.0,9700,credit_card,0,16,10,0.2231,0,0,0,Month_1
CUST_100235,26,Working Age (25-55),Female,156400.0,44500,major_purchase,0,8,7,0.3867,0,0,1,Month_1
CUST_100236,41,Working Age (25-55),Female,76500.0,18900,debt_consolidation,1,14,6,0.4334,0,0,1,Month_1
CUST_100237,52,Working Age (25-55),Male,50400.0,10900,credit_card,0,25,5,0.0868,0,1,0,Month_1
CUST_100238,53,Working Age (25-55),Female,74300.0,27900,major_purchase,0,12,7,0.2324,0,0,0,Month_1
CUST_100239,35,Working Age (25-55),Male,69900.0,17300,debt_consolidation,4,14,8,0.2342,0,0,0,Month_1
CUST_100240,21,Young (<25),Male,30400.0,7400,small_business,3,12,4,0.0542,0,2,0,Month_1
CUST_100241,50,Working Age (25-55),Male,86900.0,25300,credit_card,5,18,7,0.175,0,0,0,Month_1
CUST_100242,55,Working Age (25-55),Female,71900.0,7400,home_improvement,2,21,7,0.4276,1,0,1,Month_1
CUST_100243,34,Working Age (25-55),Male,66400.0,15900,home_improvement,3,13,8,0.1322,0,0,0,Month_1
