customer_id,age,age_group,gender,annual_income,loan_amount,loan_purpose,employment_length_years,credit_history_years,num_open_credit_lines,debt_to_income_ratio,has_previous_default,delinquent_2yrs,risk_label
CUST_100056,29,Working Age (25-55),Male,64100.0,8400,credit_card,3,9,11,0.1697,0,0,0
CUST_100057,36,Working Age (25-55),Male,101900.0,41500,major_purchase,4,13,9,0.2884,1,1,1
CUST_100058,43,Working Age (25-55),Male,65400.0,28500,credit_card,0,10,9,0.1268,0,0,0
CUST_100059,51,Working Age (25-55),Female,26500.0,5100,debt_consolidation,3,14,4,0.2773,0,0,0
CUST_100060,34,Working Age (25-55),Male,18000.0,3700,debt_consolidation,5,12,6,0.0871,0,1,0
CUST_100061,37,Working Age (25-55),Female,58800.0,13300,debt_consolidation,2,13,3,0.1107,0,0,0
CUST_100062,26,Working Age (25-55),Female,48200.0,13300,home_improvement,5,10,5,0.1465,0,0,1
CUST_100063,25,Working Age (25-55),Male,31700.0,10700,home_improvement,3,10,3,0.2027,1,1,0
CUST_100064,49,Working Age (25-55),Male,21300.0,5900,medical,2,18,3,0.1064,0,0,0
CUST_100065,56,Senior (>55),Male,36200.0,15700,debt_consolidation,1,20,12,0.1658,1,0,1
CUST_100066,39,Working Age (25-55),Female,48700.0,6600,debt_consolidation,2,13,6,0.1877,0,1,0
CUST_100067,52,Working Age (25-55),Male,78100.0,29600,debt_consolidation,0,20,6,0.3502,0,0,1
CUST_100068,44,Working Age (25-55),Female,60100.0,13000,credit_card,5,8,7,0.156,0,0,0
CUST_100069,32,Working Age (25-55),Male,131200.0,30500,medical,9,15,5,0.1731,0,0,0
CUST_100070,44,Working Age (25-55),Female,30700.0,10700,debt_consolidation,2,8,5,0.0969,0,0,0
CUST_100071,58,Senior (>55),Female,88000.0,37400,debt_consolidation,0,17,8,0.0957,0,1,0
CUST_100072,39,Working Age (25-55),Male,55600.0,19500,home_improvement,21,12,6,0.1262,0,0,0
CUST_100073,58,Senior (>55),Male,79400.0,29500,credit_card,1,22,8,0.0745,0,0,0
CUST_100074,19,Young (<25),Female,42600.0,15500,debt_consolidation,0,1,2,0.3258,0,0,1
CUST_100075,49,Working Age (25-55),Female,97700.0,20700,home_improvement,2,17,12,0.288,0,1,0
CUST_100076,41,Working Age (25-55),Male,63700.0,23200,debt_consolidation,6,16,5,0.3292,0,0,1
CUST_100077,36,Working Age (25-55),Female,37300.0,14000,major_purchase,1,15,9,0.3503,0,0,1
CUST_100078,41,Working Age (25-55),Female,53800.0,15400,debt_consolidation,4,12,3,0.1885,0,0,0
CUST_100079,19,Young (<25),Female,47500.0,13700,debt_consolidation,1,5,4,0.304,0,0,1
CUST_100080,37,Working Age (25-55),Female,70900.0,25900,debt_consolidation,0,11,12,0.5612,0,0,1
CUST_100081,44,Working Age (25-55),Male,28300.0,10900,debt_consolidation,2,14,7,0.2292,0,0,0
CUST_100082,57,Senior (>55),Male,53300.0,11600,credit_card,6,16,8,0.164,0,0,1
CUST_100083,33,Working Age (25-55),Male,67300.0,25600,credit_card,4,8,4,0.3887,1,1,0
CUST_100084,30,Working Age (25-55),Male,55200.0,21200,credit_card,0,11,16,0.2164,1,0,1
CUST_100085,33,Working Age (25-55),Female,113600.0,20700,credit_card,0,11,9,0.2321,0,0,0
CUST_100086,50,Working Age (25-55),Female,82900.0,29100,debt_consolidation,5,18,9,0.1723,0,0,0
CUST_100087,43,Working Age (25-55),Female,54000.0,8900,debt_consolidation,8,15,7,0.1849,0,0,0
CUST_100088,33,Working Age (25-55),Female,61000.0,8100,medical,2,13,5,0.04,0,1,0
CUST_100089,46,Working Age (25-55),Female,63700.0,19200,home_improvement,4,18,6,0.161,1,0,0
CUST_100090,41,Working Age (25-55),Male,67600.0,28300,debt_consolidation,0,9,11,0.2957,0,2,1
CUST_100091,51,Working Age (25-55),Male,19800.0,2200,debt_consolidation,1,15,5,0.1768,0,0,0
CUST_100092,31,Working Age (25-55),Female,45900.0,17900,credit_card,0,10,11,0.1133,0,1,0
CUST_100093,36,Working Age (25-55),Male,23900.0,6600,debt_consolidation,7,12,4,0.1002,0,0,0
CUST_100094,35,Working Age (25-55),Male,109400.0,43900,credit_card,2,10,4,0.302,0,1,0
CUST_100095,22,Young (<25),Male,52400.0,20700,credit_card,4,10,5,0.1788,0,0,0
CUST_100096,43,Working Age (25-55),Male,48700.0,19800,debt_consolidation,6,20,8,0.1675,1,0,0
CUST_100097,43,Working Age (25-55),Male,88700.0,32700,debt_consolidation,8,15,7,0.48,0,0,1
CUST_100098,40,Working Age (25-55),Male,68300.0,27000,home_improvement,1,14,5,0.2258,0,0,0
CUST_100099,37,Working Age (25-55),Male,29100.0,4700,debt_consolidation,1,15,9,0.2578,0,0,0
CUST_100100,23,Young (<25),Male,52100.0,10800,debt_consolidation,5,2,7,0.205,0,1,1
CUST_100101,34,Working Age (25-55),Female,45100.0,8300,home_improvement,6,11,7,0.1967,0,0,0
CUST_100102,35,Working Age (25-55),Female,20800.0,7500,home_improvement,8,15,8,0.1096,0,0,0
CUST_100103,30,Working Age (25-55),Male,37100.0,5700,debt_consolidation,0,8,8,0.2273,0,0,0
CUST_100104,38,Working Age (25-55),Female,49000.0,8000,small_business,2,9,5,0.2353,0,0,0
CUST_100105,44,Working Age (25-55),Female,50900.0,20700,credit_card,6,14,7,0.1789,0,0,0
CUST_100106,62,Senior (>55),Male,24000.0,8300,debt_consolidation,0,21,6,0.392,0,0,1
CUST_100107,42,Working Age (25-55),Female,102100.0,41500,debt_consolidation,4,11,6,0.4377,0,0,1
CUST_100108,43,Working Age (25-55),Male,51200.0,7600,home_improvement,2,21,7,0.1239,0,1,0
CUST_100109,39,Working Age (25-55),Male,55300.0,13300,debt_consolidation,0,12,2,0.396,1,0,1
CUST_100110,19,Young (<25),Male,67500.0,13400,credit_card,1,3,10,0.2261,0,1,1
CUST_100111,39,Working Age (25-55),Male,35100.0,3600,credit_card,1,13,4,0.328,0,2,1
CUST_100112,40,Working Age (25-55),Female,69600.0,13900,credit_card,0,16,11,0.1697,0,0,0
CUST_100113,69,Senior (>55),Male,44300.0,10300,credit_card,4,24,4,0.04,1,0,0
CUST_100114,37,Working Age (25-55),Male,33100.0,4400,credit_card,1,14,6,0.1884,0,0,0
CUST_100115,43,Working Age (25-55),Male,74300.0,22200,debt_consolidation,1,12,6,0.3233,0,0,1
CUST_100116,39,Working Age (25-55),Female,123100.0,28800,debt_consolidation,11,18,3,0.1271,0,0,0
CUST_100117,25,Working Age (25-55),Female,80700.0,9400,credit_card,3,10,9,0.2211,0,0,0
CUST_100118,53,Working Age (25-55),Male,90000.0,31200,home_improvement,2,21,8,0.1,0,0,0
CUST_100119,49,Working Age (25-55),Female,40700.0,14500,credit_card,6,18,6,0.1705,0,0,0
CUST_100120,49,Working Age (25-55),Male,22500.0,8800,debt_consolidation,12,19,5,0.2043,0,0,0
CUST_100121,29,Working Age (25-55),Female,123000.0,33200,medical,0,7,8,0.1616,0,0,0
CUST_100122,56,Senior (>55),Female,167700.0,50000,debt_consolidation,2,18,3,0.1942,0,0,0
CUST_100123,23,Young (<25),Female,126600.0,50000,debt_consolidation,4,12,7,0.2555,0,0,1
CUST_100124,47,Working Age (25-55),Female,45000.0,13200,debt_consolidation,1,21,11,0.5233,0,0,1
CUST_100125,66,Senior (>55),Male,28700.0,7300,debt_consolidation,7,19,5,0.2359,0,0,0
CUST_100126,28,Working Age (25-55),Male,30100.0,3000,credit_card,10,10,7,0.0885,0,0,0
CUST_100127,33,Working Age (25-55),Female,21500.0,7500,debt_consolidation,14,10,5,0.1554,0,0,0
CUST_100128,41,Working Age (25-55),Male,51100.0,15200,debt_consolidation,1,12,7,0.276,0,0,0
CUST_100129,33,Working Age (25-55),Female,131000.0,50000,debt_consolidation,1,12,8,0.2284,1,0,1
CUST_100130,21,Young (<25),Male,50100.0,15400,credit_card,3,10,10,0.1471,0,2,0
CUST_100131,40,Working Age (25-55),Female,64000.0,28600,small_business,3,15,7,0.2376,0,0,0
CUST_100132,27,Working Age (25-55),Male,115400.0,46000,home_improvement,1,8,6,0.172,0,0,0
CUST_100133,45,Working Age (25-55),Male,43400.0,18800,debt_consolidation,6,17,6,0.2512,0,0,0
CUST_100134,28,Working Age (25-55),Male,166000.0,35600,credit_card,1,8,3,0.2131,0,0,0
CUST_100135,58,Senior (>55),Male,162000.0,24700,debt_consolidation,1,21,2,0.3298,0,0,0
CUST_100136,30,Working Age (25-55),Male,50400.0,19100,debt_consolidation,10,14,11,0.3416,0,0,1
CUST_100137,36,Working Age (25-55),Male,39400.0,14800,home_improvement,0,6,4,0.0929,0,1,0
CUST_100138,49,Working Age (25-55),Male,79500.0,13800,credit_card,0,19,5,0.1503,0,0,0
CUST_100139,25,Working Age (25-55),Male,44800.0,16500,debt_consolidation,1,4,8,0.3095,0,0,1
CUST_100140,42,Working Age (25-55),Male,28700.0,8700,debt_consolidation,4,18,7,0.04,0,0,0
CUST_100141,55,Working Age (25-55),Female,109600.0,15200,debt_consolidation,0,17,8,0.1742,0,0,0
CUST_100142,20,Young (<25),Male,105800.0,29200,debt_consolidation,2,3,8,0.0926,0,0,0
CUST_100143,42,Working Age (25-55),Female,59000.0,25100,credit_card,4,16,8,0.1775,0,0,0
CUST_100144,43,Working Age (25-55),Male,27000.0,7500,debt_consolidation,9,16,7,0.2324,0,1,0
CUST_100145,49,Working Age (25-55),Male,27600.0,10400,major_purchase,1,14,5,0.1161,0,0,0
CUST_100146,25,Working Age (25-55),Male,57500.0,6300,credit_card,7,4,13,0.2626,0,0,0
CUST_100147,24,Young (<25),Female,41200.0,14600,small_business,1,7,7,0.2421,0,3,1
CUST_100148,46,Working Age (25-55),Female,44900.0,19400,home_improvement,5,12,6,0.2653,0,0,1
CUST_100149,43,Working Age (25-55),Male,95000.0,26100,credit_card,2,11,9,0.0998,0,0,0
CUST_100150,43,Working Age (25-55),Male,81100.0,17700,credit_card,0,15,7,0.2408,0,1,0
CUST_100151,44,Working Age (25-55),Female,115600.0,37700,debt_consolidation,6,12,6,0.2307,0,0,0
CUST_100152,31,Working Age (25-55),Female,31400.0,13200,credit_card,1,12,8,0.1557,1,0,1
CUST_100153,42,Working Age (25-55),Male,44900.0,7300,debt_consolidation,0,19,9,0.3136,0,0,0
CUST_100154,43,Working Age (25-55),Male,82200.0,19800,debt_consolidation,2,14,9,0.1974,0,0,0
CUST_100155,31,Working Age (25-55),Female,69300.0,10700,debt_consolidation,5,11,6,0.1195,1,0,0
CUST_100156,62,Senior (>55),Female,125800.0,34400,home_improvement,1,27,10,0.2487,0,0,0
CUST_100157,45,Working Age (25-55),Female,68300.0,19700,medical,1,12,3,0.0901,0,0,0
CUST_100158,25,Working Age (25-55),Male,149700.0,50000,debt_consolidation,0,12,7,0.072,0,0,0
CUST_100159,47,Working Age (25-55),Female,72900.0,17800,credit_card,3,19,3,0.1236,0,3,0
CUST_100160,28,Working Age (25-55),Female,97200.0,29000,small_business,2,12,11,0.4398,0,0,1
CUST_100161,49,Working Age (25-55),Female,45300.0,18600,debt_consolidation,1,21,8,0.04,0,1,0
CUST_100162,53,Working Age (25-55),Female,54600.0,11600,debt_consolidation,0,19,10,0.276,0,0,0
CUST_100163,30,Working Age (25-55),Male,89400.0,30000,debt_consolidation,2,8,8,0.2386,0,2,1
CUST_100164,51,Working Age (25-55),Female,131500.0,48000,small_business,7,21,4,0.0908,0,0,0
CUST_100165,44,Working Age (25-55),Female,80900.0,17400,debt_consolidation,6,18,1,0.1984,0,0,0
CUST_100166,49,Working Age (25-55),Female,51800.0,8200,debt_consolidation,9,20,9,0.166,0,2,0
CUST_100167,62,Senior (>55),Female,115600.0,31900,credit_card,0,21,12,0.2432,1,0,1
CUST_100168,37,Working Age (25-55),Female,18000.0,4000,small_business,16,10,9,0.2434,0,0,0
CUST_100169,30,Working Age (25-55),Male,24800.0,4800,major_purchase,2,11,6,0.1802,0,0,0
CUST_100170,29,Working Age (25-55),Male,78800.0,34700,debt_consolidation,11,12,7,0.1877,0,1,0
CUST_100171,30,Working Age (25-55),Male,54600.0,15100,major_purchase,1,13,6,0.0938,0,0,0
CUST_100172,39,Working Age (25-55),Male,75600.0,30200,debt_consolidation,3,12,8,0.2374,0,1,1
CUST_100173,44,Working Age (25-55),Male,56100.0,9400,debt_consolidation,2,16,7,0.0808,0,0,0
CUST_100174,43,Working Age (25-55),Female,74200.0,31800,major_purchase,2,11,13,0.279,0,0,1
CUST_100175,49,Working Age (25-55),Male,34600.0,13100,credit_card,9,20,3,0.5273,1,0,1
CUST_100176,40,Working Age (25-55),Male,74100.0,28400,debt_consolidation,6,11,13,0.1542,0,0,0
CUST_100177,57,Senior (>55),Male,93600.0,22100,credit_card,24,22,7,0.1725,0,0,0
CUST_100178,36,Working Age (25-55),Male,106000.0,28600,home_improvement,4,9,6,0.1339,0,0,0
CUST_100179,72,Senior (>55),Female,164000.0,50000,small_business,3,28,9,0.3448,0,0,0
CUST_100180,47,Working Age (25-55),Male,62000.0,23300,small_business,0,17,7,0.2501,0,2,1
CUST_100181,29,Working Age (25-55),Male,63000.0,25000,credit_card,11,7,6,0.3613,1,1,1
CUST_100182,27,Working Age (25-55),Male,23400.0,3000,small_business,4,11,10,0.2432,0,0,0
CUST_100183,45,Working Age (25-55),Female,40400.0,16800,credit_card,6,13,4,0.2296,0,1,1
CUST_100184,37,Working Age (25-55),Female,48700.0,20800,credit_card,2,15,8,0.22,0,0,0
CUST_100185,48,Working Age (25-55),Female,96500.0,29700,home_improvement,3,15,17,0.2936,0,1,1
CUST_100186,45,Working Age (25-55),Male,38700.0,6400,debt_consolidation,14,10,6,0.0947,1,0,0
CUST_100187,39,Working Age (25-55),Female,84000.0,32500,debt_consolidation,0,10,4,0.2035,0,0,0
CUST_100188,29,Working Age (25-55),Female,54100.0,15800,debt_consolidation,1,8,4,0.04,0,3,0
CUST_100189,21,Young (<25),Male,49100.0,19000,credit_card,0,11,10,0.0888,0,0,0
CUST_100190,34,Working Age (25-55),Female,62100.0,23900,debt_consolidation,7,14,5,0.3439,0,1,1
CUST_100191,50,Working Age (25-55),Male,43700.0,5700,debt_consolidation,0,22,7,0.4158,1,1,1
CUST_100192,42,Working Age (25-55),Female,42800.0,13400,debt_consolidation,0,19,16,0.1132,0,0,0
CUST_100193,25,Working Age (25-55),Male,21200.0,5700,debt_consolidation,1,7,7,0.1991,0,0,0
CUST_100194,42,Working Age (25-55),Male,47300.0,20400,home_improvement,3,14,5,0.1019,1,0,1
CUST_100195,44,Working Age (25-55),Male,41600.0,8500,debt_consolidation,2,14,10,0.3116,0,0,0
CUST_100196,29,Working Age (25-55),Male,40800.0,7000,debt_consolidation,0,8,8,0.1049,0,0,0
CUST_100197,41,Working Age (25-55),Female,68100.0,28200,credit_card,15,8,10,0.1102,0,2,0
CUST_100198,40,Working Age (25-55),Female,77800.0,11800,small_business,15,13,7,0.464,0,0,0
CUST_100199,26,Working Age (25-55),Female,61600.0,21000,debt_consolidation,1,5,4,0.3101,0,3,0
CUST_100200,44,Working Age (25-55),Male,93700.0,19200,debt_consolidation,6,15,4,0.0591,0,0,0
CUST_100201,46,Working Age (25-55),Male,74400.0,22200,major_purchase,4,22,7,0.0694,0,0,0
CUST_100202,52,Working Age (25-55),Female,46100.0,14600,debt_consolidation,1,16,6,0.2563,0,2,0
CUST_100203,52,Working Age (25-55),Male,42000.0,10300,major_purchase,1,18,9,0.1851,0,0,0
CUST_100204,23,Young (<25),Female,64300.0,28400,debt_consolidation,3,10,5,0.1563,0,0,1
CUST_100205,28,Working Age (25-55),Male,74300.0,10900,debt_consolidation,2,10,5,0.1963,0,0,0
CUST_100206,46,Working Age (25-55),Male,116900.0,27700,debt_consolidation,1,16,6,0.0492,0,0,0
CUST_100207,46,Working Age (25-55),Female,104300.0,26100,debt_consolidation,8,15,6,0.2022,0,0,0
CUST_100208,46,Working Age (25-55),Male,40200.0,12900,small_business,3,15,5,0.4747,0,0,1
CUST_100209,75,Senior (>55),Female,51200.0,12400,medical,5,23,7,0.0406,0,0,0
CUST_100210,46,Working Age (25-55),Male,78400.0,10500,major_purchase,1,18,3,0.2164,1,1,1
CUST_100211,53,Working Age (25-55),Male,97500.0,42100,small_business,3,13,4,0.4594,1,0,1
CUST_100212,51,Working Age (25-55),Female,90800.0,22300,small_business,1,20,4,0.2346,0,1,0
CUST_100213,47,Working Age (25-55),Female,52300.0,11500,credit_card,3,12,5,0.2337,1,0,1
CUST_100214,36,Working Age (25-55),Female,27200.0,7000,small_business,7,15,7,0.4086,0,0,1
CUST_100215,49,Working Age (25-55),Male,31300.0,5500,debt_consolidation,7,16,6,0.2829,0,1,0
CUST_100216,30,Working Age (25-55),Male,62900.0,8500,debt_consolidation,2,6,10,0.1259,1,1,1
CUST_100217,37,Working Age (25-55),Female,65400.0,9900,credit_card,5,14,7,0.2503,0,2,0
CUST_100218,34,Working Age (25-55),Male,29600.0,4700,small_business,14,14,6,0.2731,1,2,1
CUST_100219,40,Working Age (25-55),Male,55500.0,9400,credit_card,4,12,11,0.175,0,0,0
CUST_100220,67,Senior (>55),Female,76700.0,18900,small_business,0,25,5,0.1628,0,0,0
CUST_100221,19,Young (<25),Female,28800.0,9200,credit_card,1,1,5,0.074,0,0,0
CUST_100222,48,Working Age (25-55),Male,99500.0,31900,home_improvement,0,12,7,0.159,0,0,0
CUST_100223,20,Young (<25),Male,44000.0,4400,medical,2,10,11,0.161,1,1,1
CUST_100224,34,Working Age (25-55),Female,108200.0,45700,debt_consolidation,3,11,4,0.3054,0,0,1
CUST_100225,53,Working Age (25-55),Female,40400.0,15700,major_purchase,2,12,6,0.3045,0,1,0
CUST_100226,40,Working Age (25-55),Female,30800.0,13500,credit_card,0,11,8,0.1803,1,0,1
CUST_100227,27,Working Age (25-55),Male,42100.0,9500,credit_card,2,6,5,0.1246,0,0,0
CUST_100228,31,Working Age (25-55),Female,51400.0,17100,small_business,11,10,3,0.0827,0,0,0
CUST_100229,48,Working Age (25-55),Female,43800.0,7000,debt_consolidation,0,15,7,0.1176,0,0,0
CUST_100230,31,Working Age (25-55),Male,48100.0,18600,debt_consolidation,3,11,13,0.2312,0,0,0
CUST_100231,42,Working Age (25-55),Male,65100.0,10200,credit_card,13,14,8,0.2061,0,0,0
CUST_100232,40,Working Age (25-55),Female,49300.0,10600,debt_consolidation,2,18,9,0.2906,0,1,1
CUST_100233,32,Working Age (25-55),Female,52200.0,14200,credit_card,2,12,4,0.1884,0,0,0
CUST_100234,65,Senior (>55),Male,21200.0,6500,debt_consolidation,4,24,7,0.2245,0,0,0
CUST_100235,47,Working Age (25-55),Female,67200.0,19900,major_purchase,3,19,6,0.0557,0,0,0
CUST_100236,19,Young (<25),Female,51600.0,7000,debt_consolidation,0,5,6,0.1732,0,0,0
CUST_100237,42,Working Age (25-55),Male,131400.0,32500,credit_card,0,10,5,0.1342,0,1,0
CUST_100238,32,Working Age (25-55),Female,32300.0,13700,major_purchase,4,14,3,0.1249,1,2,1
CUST_100239,50,Working Age (25-55),Male,20000.0,8100,major_purchase,12,17,7,0.2125,0,0,0
CUST_100240,30,Working Age (25-55),Male,76100.0,23300,home_improvement,0,10,6,0.4408,1,0,1
CUST_100241,38,Working Age (25-55),Female,65600.0,19700,credit_card,1,11,7,0.3116,0,0,1
CUST_100242,46,Working Age (25-55),Female,31100.0,4300,debt_consolidation,2,14,7,0.1692,0,0,0
CUST_100243,50,Working Age (25-55),Male,23400.0,4000,debt_consolidation,8,20,8,0.2181,1,1,0
CUST_100244,25,Working Age (25-55),Male,126200.0,23800,debt_consolidation,1,11,7,0.2844,0,0,0
CUST_100245,35,Working Age (25-55),Male,117900.0,31900,home_improvement,10,14,7,0.1444,0,0,0
CUST_100246,34,Working Age (25-55),Male,18000.0,6400,debt_consolidation,0,14,6,0.3226,0,1,1
CUST_100247,32,Working Age (25-55),Female,42100.0,11000,credit_card,14,12,8,0.1685,0,0,0
CUST_100248,61,Senior (>55),Male,135300.0,19500,debt_consolidation,4,21,9,0.3803,1,0,0
CUST_100249,44,Working Age (25-55),Female,41700.0,10600,credit_card,5,14,1,0.2727,0,0,1
CUST_100250,24,Young (<25),Female,41400.0,6500,credit_card,2,12,8,0.2567,0,0,0
CUST_100251,51,Working Age (25-55),Female,46400.0,16800,home_improvement,7,16,6,0.2073,0,0,0
CUST_100252,65,Senior (>55),Female,29200.0,4600,debt_consolidation,0,23,6,0.2913,0,0,0
CUST_100253,52,Working Age (25-55),Male,21200.0,5700,debt_consolidation,0,15,9,0.1632,0,0,0
CUST_100254,21,Young (<25),Female,96700.0,33100,debt_consolidation,2,5,9,0.0992,0,0,0
CUST_100255,34,Working Age (25-55),Female,19700.0,3500,debt_consolidation,9,11,8,0.183,0,0,0
CUST_100256,55,Working Age (25-55),Female,62100.0,7900,credit_card,7,16,6,0.364,1,0,1
CUST_100257,31,Working Age (25-55),Male,88200.0,26200,debt_consolidation,3,13,7,0.0658,0,0,0
CUST_100258,45,Working Age (25-55),Male,24400.0,2900,debt_consolidation,4,11,6,0.251,0,1,1
CUST_100259,49,Working Age (25-55),Female,32600.0,10000,small_business,0,17,3,0.2025,0,0,0
CUST_100260,28,Working Age (25-55),Female,105600.0,38400,credit_card,9,10,6,0.1331,0,0,0
CUST_100261,39,Working Age (25-55),Female,72600.0,15600,debt_consolidation,7,8,6,0.2237,0,1,0
CUST_100262,19,Young (<25),Male,38600.0,10500,debt_consolidation,1,5,5,0.112,0,1,0
CUST_100263,27,Working Age (25-55),Male,104900.0,44600,debt_consolidation,3,10,12,0.1887,0,3,1
CUST_100264,36,Working Age (25-55),Male,105200.0,27900,credit_card,16,13,7,0.2605,0,0,0
CUST_100265,25,Working Age (25-55),Male,62800.0,28200,credit_card,7,8,8,0.0731,1,0,1
CUST_100266,59,Senior (>55),Female,33000.0,5100,credit_card,5,22,13,0.2704,0,0,0
